*** Booting Zephyr OS build 4.1.99 ***
[00:00:00.253,265] <dbg> bttester: tester_init: Initializing tester
[00:00:06.017,333] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.043,212] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.043,243] <inf> bt_hci_core: HW Variant: nRF53x (0x0003)
[00:00:06.043,273] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.1 Build 99
[00:00:06.045,104] <inf> bt_hci_core: Identity: D7:B8:1B:0B:51:C3 (random)
[00:00:06.045,135] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.045,166] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.045,166] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.060,607] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x01 index 0xff
[00:00:06.119,628] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x03 index 0x00
[00:00:06.525,604] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.525,665] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.552,551] <dbg> bttester: cmd_handler: cmd service 0x02 opcode 0x01 index 0xff
[00:00:06.578,216] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x08 index 0x00
[00:00:06.631,347] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.632,019] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.666,412] <dbg> bttester: cmd_handler: cmd service 0x0c opcode 0x01 index 0xff
[00:00:06.732,177] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.732,208] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.785,217] <dbg> bttester: cmd_handler: cmd service 0x0d opcode 0x01 index 0xff
[00:00:06.838,470] <dbg> bttester: cmd_handler: cmd service 0x00 opcode 0x03 index 0xff
[00:00:06.838,623] <dbg> bttester: tester_rsp_with_index: service 0x00 opcode 0x03 index 0xff status 0x00
[00:00:06.862,304] <dbg> bttester: cmd_handler: cmd service 0x0e opcode 0x01 index 0xff
[00:00:06.907,379] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x21 index 0x00
[00:00:06.907,409] <dbg> bttester_gap: set_extended_advertising: ext adv settings: 1
[00:00:06.980,316] <dbg> bttester: cmd_handler: cmd service 0x01 opcode 0x0a index 0x00
[00:00:14.468,353] <dbg> bttester_gap: le_connected: C0:07:E8:1C:28:DF (public): 0x00
[00:00:14.468,383] <dbg> bttester: tester_event: service 0x01 opcode 0x82
[00:00:14.469,879] <dbg> bttester: tester_event: service 0x01 opcode 0x80
[00:00:14.470,733] <dbg> bttester_bap_unicast: connected: Connected: C0:07:E8:1C:28:DF (public)
[00:00:19.521,881] <dbg> bttester: tester_event: service 0x01 opcode 0x91
[00:00:19.523,071] <dbg> bttester: tester_event: service 0x01 opcode 0x89
[00:00:31.721,008] <dbg> bttester_bap_unicast: lc3_config: ASE Codec Config: ep 0x2000e27c dir 1
[00:00:31.721,038] <dbg> bttester_bap_unicast: print_codec_cfg: codec_cfg 0x06 cid 0x0000 vid 0x0000 count 16
[00:00:31.721,069] <dbg> bttester_bap_unicast: print_cb: data: type 0x01 value_len 1
[00:00:31.721,099] <dbg> bttester_bap_unicast: print_cb: 
                                               07                                               |.                
[00:00:31.721,130] <dbg> bttester_bap_unicast: print_cb: data: type 0x02 value_len 1
[00:00:31.721,130] <dbg> bttester_bap_unicast: print_cb: 
                                               00                                               |.                
[00:00:31.721,160] <dbg> bttester_bap_unicast: print_cb: data: type 0x04 value_len 2
[00:00:31.721,191] <dbg> bttester_bap_unicast: print_cb: 
                                               61 00                                            |a.               
[00:00:31.721,221] <dbg> bttester_bap_unicast: print_cb: data: type 0x03 value_len 4
[00:00:31.721,221] <dbg> bttester_bap_unicast: print_cb: 
                                               02 00 00 00                                      |....             
[00:00:31.721,282] <dbg> bttester_bap_unicast: print_codec_cfg:   Frequency: 44100 Hz
[00:00:31.721,282] <dbg> bttester_bap_unicast: print_codec_cfg:   Channel allocation: 0x2
[00:00:31.721,313] <dbg> bttester_bap_unicast: print_codec_cfg:   Octets per frame: 97 (negative means value not pressent)
[00:00:31.721,343] <dbg> bttester_bap_unicast: print_codec_cfg:   Frames per SDU: 1
[00:00:31.721,374] <dbg> bttester_bap_unicast: lc3_config: ASE Codec Config stream 0x20012a6c
[00:00:31.721,679] <dbg> bttester_bap_unicast: stream_configured: Configured stream 0x20012a6c, ep 1, dir 1
[00:00:31.721,710] <dbg> bttester: tester_event: service 0x0d opcode 0x80
[00:00:32.020,538] <dbg> bttester_bap_unicast: lc3_qos: QoS: stream 0x20012a6c qos 0x2002125c
[00:00:32.020,568] <dbg> bttester_bap_unicast: print_qos: QoS: interval 8163 framing 0x01 phy 0x02 sdu 97 rtn 13 latency 80 pd 25000
[00:00:32.020,965] <dbg> bttester_bap_unicast: stream_qos_set: QoS set stream 0x20012a6c
[00:00:32.020,965] <dbg> bttester: tester_event: service 0x0d opcode 0x80
[00:00:33.520,812] <dbg> bttester_gap: le_disconnected: C0:07:E8:1C:28:DF (public): 0x13
[00:00:33.520,843] <dbg> bttester: tester_event: service 0x01 opcode 0x83
[00:00:33.521,881] <dbg> bttester_bap_unicast: disconnected: Disconnected: C0:07:E8:1C:28:DF (public) (reason 0x13)
[00:00:33.521,972] <dbg> bttester_bap_unicast: stream_released: Released stream 0x20012a6c
