*** Booting Zephyr OS build v4.0.0-rc3-87-g1bf22569fc5e ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.955,535] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:00:05.959,930] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.960,113] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.960,296] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.960,479] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.960,632] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.960,784] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.960,968] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.961,120] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.961,273] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.961,456] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.602,478] <dbg> bttester: cmd_handler: cmd service 4 opcode 2 index 0
[00:00:15.602,539] <dbg> bttester_mesh: config_prov: 
[00:00:15.602,569] <dbg> bttester: tester_rsp_with_index: service 4 opcode 2 index 0 status 0
[00:00:15.643,005] <dbg> bttester: cmd_handler: cmd service 4 opcode 120 index 0
[00:00:15.643,066] <dbg> bttester_mesh: start: 
[00:00:15.643,157] <inf> bt_mesh_provisionee: Device UUID: 952d734c-1f88-44a1-9848-770a5b2610b1
[00:00:15.643,280] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.643,463] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.644,012] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.644,195] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.644,500] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.644,805] <inf> bt_mesh_provisionee: Device UUID: 952d734c-1f88-44a1-9848-770a5b2610b1
[00:00:15.644,805] <dbg> bttester: tester_rsp_with_index: service 4 opcode 120 index 0 status 0
[00:00:15.645,568] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.646,270] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.646,453] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.646,636] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.646,942] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.647,216] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.647,491] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.647,674] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.647,857] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.648,468] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.648,712] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.669,677] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:15.669,708] <dbg> bttester: tester_event: service 4 opcode 132
[00:00:15.704,162] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.704,345] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.704,589] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.753,631] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.753,814] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.754,058] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.806,243] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.806,396] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.806,610] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.806,793] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.807,098] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.807,342] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.807,617] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.807,769] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.807,983] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.808,166] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.808,441] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.067,382] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.067,504] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.067,749] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.067,932] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.068,237] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.068,664] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.068,908] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.125,335] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.125,488] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.125,701] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.125,885] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.126,190] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.165,283] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.165,405] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.165,679] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.165,832] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.166,076] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.166,656] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.166,900] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.170,715] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.170,898] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.171,112] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.171,295] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.171,600] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.391,326] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.391,448] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.391,693] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.391,876] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.392,089] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.392,486] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.392,761] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.452,545] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.452,697] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.452,911] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.453,094] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.453,399] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.750,579] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.750,732] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.751,281] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.751,434] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.751,647] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.752,014] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.752,258] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.809,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.809,234] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.809,448] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.809,631] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.809,936] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.852,050] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.852,172] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.852,416] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.852,600] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.852,813] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.853,210] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.853,454] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.857,482] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.857,635] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.857,849] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.858,032] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.858,337] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.895,446] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.895,568] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.895,812] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.895,996] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.896,209] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.896,575] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.896,820] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.900,848] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.901,000] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.901,214] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.901,397] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.901,702] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.938,812] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.938,934] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.939,208] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.939,392] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.939,605] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.939,910] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.940,185] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.944,152] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.944,305] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.944,519] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.944,732] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.945,007] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.184,356] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.184,448] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.184,722] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.184,906] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.185,119] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.185,516] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.185,760] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.242,218] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.242,370] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.242,645] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.242,858] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.243,133] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.289,184] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.289,276] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.289,550] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.289,733] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.289,947] <wrn> net_buf: Timeout discarded. No blocking in syswq
