*** Booting Zephyr OS build zephyr-v3.5.0-3460-g547ffdab6e16 ***
[00:00:00.253,326] <dbg> bttester: tester_init: Initializing tester
[00:00:07.269,592] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:07.269,653] <inf> bt_hci_core: HW Variant: nRF53x (0x0003)
[00:00:07.269,683] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 3.5 Build 99
[00:00:07.271,667] <inf> bt_hci_core: Identity: D7:B8:1B:0B:51:C3 (random)
[00:00:07.271,697] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:07.271,728] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:14.107,849] <dbg> bttester_bap: broadcast_sink_setup: 
[00:00:14.188,262] <dbg> bttester_bap: broadcast_scan_start: 
[00:00:14.442,382] <dbg> bttester_bap: baa_check: Found BAA with ID 0xC0DEC0, addr E6:36:62:0D:04:36 (random), sid 0x01, inter
[00:00:14.570,892] <dbg> bttester_bap: baa_check: Found BAA with ID 0xC877B5, addr E9:C4:96:D1:EE:70 (random), sid 0x00, inter
[00:00:14.823,059] <dbg> bttester_bap: baa_check: Found BAA with ID 0x3A9BD6, addr C0:07:E8:79:0D:90 (public), sid 0x00, inter
[00:00:14.996,520] <dbg> bttester_bap: baa_check: Found BAA with ID 0xC877B5, addr E9:C4:96:D1:EE:70 (random), sid 0x00, inter
[00:00:15.578,063] <dbg> bttester_bap: baa_check: Found BAA with ID 0x3A9BD6, addr C0:07:E8:79:0D:90 (public), sid 0x00, inter
[00:00:16.001,464] <dbg> bttester_bap: baa_check: Found BAA with ID 0xC0DEC0, addr E6:36:62:0D:04:36 (random), sid 0x01, inter
[00:00:17.735,961] <dbg> bttester_bap: baa_check: Found BAA with ID 0xC877B5, addr E9:C4:96:D1:EE:70 (random), sid 0x00, inter
[00:00:17.945,312] <dbg> bttester_bap: baa_check: Found BAA with ID 0xC877B5, addr E9:C4:96:D1:EE:70 (random), sid 0x00, inter
[00:00:18.759,063] <dbg> bttester_bap: baa_check: Found BAA with ID 0xC877B5, addr E9:C4:96:D1:EE:70 (random), sid 0x00, inter
[00:00:19.555,938] <dbg> bttester_bap: baa_check: Found BAA with ID 0xC877B5, addr E9:C4:96:D1:EE:70 (random), sid 0x00, inter
