*** Booting Zephyr OS build v4.0.0-rc3-87-g1bf22569fc5e ***
[00:00:00.390,899] <dbg> bttester: tester_init: Initializing tester
[00:02:51.852,233] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:02:51.856,323] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.856,506] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.856,658] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.856,842] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.857,025] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.857,177] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.857,330] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.857,513] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.857,666] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.857,849] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.858,032] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.858,184] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.858,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.858,459] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:02:51.858,520] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:02:51.858,551] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 0
[00:02:51.858,642] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.858,825] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.858,978] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.859,161] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.859,344] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.859,558] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:02:51.859,771] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:02:51.859,802] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:02:51.859,832] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:02:51.859,863] <dbg> bttester: tester_rsp_with_index: service 0 opcode 3 index 255 status 0
[00:02:51.900,573] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:02:51.900,604] <dbg> bttester: tester_rsp_with_index: service 0 opcode 3 index 255 status 0
[00:02:51.932,495] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:02:51.932,525] <dbg> bttester: tester_rsp_with_index: service 0 opcode 3 index 255 status 0
[00:02:52.063,079] <dbg> bttester: cmd_handler: cmd service 4 opcode 4 index 0
[00:02:52.063,110] <wrn> bttester_mesh: Loading default comp data
[00:02:52.063,354] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:02:52.333,679] <dbg> bttester: tester_rsp_with_index: service 4 opcode 4 index 0 status 0
[00:02:52.385,650] <dbg> bttester: cmd_handler: cmd service 1 opcode 3 index 0
[00:03:10.511,047] <dbg> bttester: cmd_handler: cmd service 4 opcode 2 index 0
[00:03:10.511,077] <dbg> bttester_mesh: config_prov: 
[00:03:10.511,108] <dbg> bttester: tester_rsp_with_index: service 4 opcode 2 index 0 status 0
[00:03:10.527,160] <dbg> bttester: cmd_handler: cmd service 4 opcode 120 index 0
[00:03:10.527,191] <dbg> bttester_mesh: start: 
[00:03:10.527,282] <inf> bt_mesh_provisionee: Device UUID: 952d734c-1f88-44a1-9848-770a5b2610b1
[00:03:10.527,435] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.527,587] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.528,259] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.528,442] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.528,747] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.529,052] <inf> bt_mesh_provisionee: Device UUID: 952d734c-1f88-44a1-9848-770a5b2610b1
[00:03:10.529,052] <dbg> bttester: tester_rsp_with_index: service 4 opcode 120 index 0 status 0
[00:03:10.529,815] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.530,517] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.530,700] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.530,883] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.531,188] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.531,463] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.531,707] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.531,890] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.532,104] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.532,470] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.532,714] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.579,498] <dbg> bttester: cmd_handler: cmd service 4 opcode 3 index 0
[00:03:10.579,528] <dbg> bttester_mesh: provision_node: 
[00:03:10.579,559] <inf> bt_mesh_main: Primary Element: 0x0003
[00:03:10.589,355] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0003
[00:03:10.589,385] <dbg> bttester: tester_event: service 4 opcode 131
[00:03:10.589,782] <dbg> bttester: tester_rsp_with_index: service 4 opcode 3 index 0 status 0
[00:03:10.590,820] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.591,003] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.591,247] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.644,592] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.644,775] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.645,050] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.648,895] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.649,078] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.649,353] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.649,536] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.649,810] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.650,085] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.650,360] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.650,512] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.650,817] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:03:10.651,000] <wrn> net_buf: Timeout discarded. No blocking in syswq
