*** Booting Zephyr OS build v3.7.0-4790-g6f64f7755796 ***
[00:00:00.250,732] <dbg> bttester: tester_init: Initializing tester
[00:00:05.973,846] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,029] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,212] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,426] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,578] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,761] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,914] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,097] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,250] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,433] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,616] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,799] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.975,982] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,104] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.976,135] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.976,165] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 3.7 Build 99
[00:00:05.976,257] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,440] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,623] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,806] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.976,989] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,233] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.977,447] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.977,478] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.977,508] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.313,598] <dbg> bttester_gap: set_io_cap: io_cap: 0
[00:00:06.347,900] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.471,923] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.471,923] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.586,151] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.586,181] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.718,658] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.718,688] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.814,758] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.814,788] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.947,143] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:06.947,174] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.067,718] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.134,552] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.134,582] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.281,829] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.345,001] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.345,001] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.481,201] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.481,231] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.624,114] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.624,145] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.726,440] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.852,966] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:07.852,996] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.070,343] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.070,373] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.225,158] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.225,189] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.323,577] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.345,703] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.379,425] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.379,455] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.520,446] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.520,477] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.679,260] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.679,290] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.869,445] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.869,476] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:08.943,634] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:09.065,795] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:09.065,856] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:09.165,252] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:09.165,283] <dbg> bttester_gatt: gatt_db_add: handle 0x0000
[00:00:17.377,593] <dbg> bttester_gap: set_io_cap: io_cap: 3
[00:00:18.492,950] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.493,133] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.493,347] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.493,499] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.493,835] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.128,479] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.128,631] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.128,753] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.128,875] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:24.125,762] <wrn> net_buf: Timeout discarded. No blocking in syswq
