*** Booting Zephyr OS build v4.0.0-rc3-87-g1bf22569fc5e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:15.427,795] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.428,070] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.428,253] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.428,466] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.428,863] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.429,138] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.482,238] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.482,391] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.482,604] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.482,788] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.483,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.508,178] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.508,270] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.508,544] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.508,728] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.508,941] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.509,368] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.509,613] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.513,641] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.513,793] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.514,007] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.514,190] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.514,739] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.552,581] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.552,673] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.552,947] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.553,131] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.553,344] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.553,710] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.553,955] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.557,769] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.557,922] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.558,135] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.558,349] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.558,624] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.794,250] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.794,342] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.794,616] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.794,799] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.795,013] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.795,440] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.795,715] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.852,325] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.852,478] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.852,691] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.852,874] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.853,179] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.884,277] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.884,399] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.884,643] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.884,826] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.885,040] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.885,406] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.885,681] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.889,709] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.889,862] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.890,075] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.890,258] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.890,563] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.910,675] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.910,797] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.911,071] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.911,254] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.911,468] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.911,956] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.912,200] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.915,985] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.916,137] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.916,351] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.916,564] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.916,839] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.145,935] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:16.155,487] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.155,639] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0002
[00:00:16.155,670] <dbg> bttester: tester_event: service 4 opcode 131
[00:00:16.156,250] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.156,402] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.156,616] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.157,135] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.157,409] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.163,665] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.163,879] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.164,123] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.223,175] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.223,358] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.223,541] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.223,724] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.223,999] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.224,273] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.224,548] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.224,731] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.224,914] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.225,097] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.225,402] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.252,136] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.252,258] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.252,532] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.252,716] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.252,899] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.253,295] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.253,540] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.257,110] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.257,263] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.257,476] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.257,659] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.257,965] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:17.714,355] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:17.714,416] <dbg> bttester: tester_event: service 4 opcode 133
[00:00:18.709,106] <dbg> bttester: cmd_handler: cmd service 4 opcode 13 index 0
[00:00:18.709,136] <dbg> bttester_mesh: lpn: enable 0x01
[00:00:18.709,350] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.709,716] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.709,838] <dbg> bttester: tester_rsp_with_index: service 4 opcode 13 index 0 status 0
[00:00:18.710,540] <dbg> bttester_mesh: net_recv_ev: ttl 0x00 ctl 0x01 src 0x0002 dst 0xfffd payload_len 11
[00:00:18.710,571] <dbg> bttester: tester_event: service 4 opcode 134
[00:00:18.712,524] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.712,738] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.712,921] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.713,104] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.713,378] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.717,376] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.717,529] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.717,742] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.717,926] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.718,231] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.813,323] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.813,385] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.813,476] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.813,537] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.813,598] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:18.813,751] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.039,154] <dbg> bttester_mesh: net_recv_ev: ttl 0x00 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:19.039,154] <dbg> bttester: tester_event: service 4 opcode 134
[00:00:19.043,914] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.044,250] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.044,464] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.044,677] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.044,982] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.045,227] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.048,889] <dbg> bttester_mesh: lpn_polled: LPN polled 0x0001 
[00:00:19.048,889] <dbg> bttester: tester_event: service 4 opcode 141
[00:00:19.049,865] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.050,018] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.050,231] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.050,415] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.050,689] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.275,054] <dbg> bttester_mesh: net_recv_ev: ttl 0x00 ctl 0x01 src 0x0001 dst 0x0002 payload_len 7
[00:00:19.275,085] <dbg> bttester: tester_event: service 4 opcode 134
[00:00:19.276,672] <inf> bt_mesh_lpn: Friendship established with 0x0001
[00:00:19.276,916] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:19.277,038] <dbg> bttester_mesh: lpn_established: Friendship (as LPN) established with Friend 0x0001 Queue Size 16 Rece
[00:00:19.277,069] <dbg> bttester: tester_event: service 4 opcode 139
[00:00:26.181,243] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.181,365] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.181,640] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.181,793] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.182,006] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.182,434] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.182,678] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.186,553] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.186,737] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.186,920] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.187,103] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.187,408] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.528,900] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.529,022] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.529,266] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.529,449] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.529,663] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.530,059] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.530,334] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.533,996] <dbg> bttester_mesh: lpn_polled: LPN polled 0x0001 
[00:00:26.533,996] <dbg> bttester: tester_event: service 4 opcode 141
[00:00:26.534,942] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.535,125] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.535,339] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.535,491] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.535,797] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.619,079] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.619,140] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.619,232] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.619,262] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.619,354] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.619,506] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.889,099] <wrn> bt_mesh_lpn: No response from Friend during ReceiveWindow
[00:00:26.889,160] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.889,312] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.989,349] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.989,471] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.989,715] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.989,898] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:26.990,112] <wrn> net_buf: Timeout discarded. No blocking in syswq
