*** Booting Zephyr OS build v4.0.0-rc3-87-g1bf22569fc5e ***
[00:00:00.250,762] <dbg> bttester: tester_init: Initializing tester
[00:00:05.997,192] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:00:06.001,373] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,525] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,708] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.001,892] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,075] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,227] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,380] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,563] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,716] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.002,899] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,234] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,417] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,540] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:06.003,570] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:06.003,601] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 0
[00:00:06.003,692] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.003,875] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,028] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,211] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,394] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,638] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:06.004,821] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:06.004,852] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:06.004,882] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.004,913] <dbg> bttester: tester_rsp_with_index: service 0 opcode 3 index 255 status 0
[00:00:06.039,642] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:00:06.039,703] <dbg> bttester: tester_rsp_with_index: service 0 opcode 3 index 255 status 0
[00:00:06.102,966] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:00:06.102,996] <dbg> bttester: tester_rsp_with_index: service 0 opcode 3 index 255 status 0
[00:00:06.146,026] <dbg> bttester: cmd_handler: cmd service 4 opcode 4 index 0
[00:00:06.146,057] <wrn> bttester_mesh: Loading default comp data
[00:00:06.146,301] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.416,595] <dbg> bttester: tester_rsp_with_index: service 4 opcode 4 index 0 status 0
[00:00:06.449,859] <dbg> bttester: cmd_handler: cmd service 1 opcode 3 index 0
[00:00:15.629,150] <dbg> bttester: cmd_handler: cmd service 4 opcode 2 index 0
[00:00:15.629,211] <dbg> bttester_mesh: config_prov: 
[00:00:15.629,241] <dbg> bttester: tester_rsp_with_index: service 4 opcode 2 index 0 status 0
[00:00:15.686,462] <dbg> bttester: cmd_handler: cmd service 4 opcode 120 index 0
[00:00:15.686,492] <dbg> bttester_mesh: start: 
[00:00:15.686,614] <inf> bt_mesh_provisionee: Device UUID: 952d734c-1f88-44a1-9848-770a5b2610b1
[00:00:15.686,737] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.686,889] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.687,530] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.687,713] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.688,049] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.688,323] <inf> bt_mesh_provisionee: Device UUID: 952d734c-1f88-44a1-9848-770a5b2610b1
[00:00:15.688,354] <dbg> bttester: tester_rsp_with_index: service 4 opcode 120 index 0 status 0
[00:00:15.689,117] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.689,819] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.690,002] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.690,185] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.690,490] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.690,765] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.691,040] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.691,223] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.691,406] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.691,864] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.692,108] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.725,433] <dbg> bttester: cmd_handler: cmd service 4 opcode 3 index 0
[00:00:15.725,463] <dbg> bttester_mesh: provision_node: 
[00:00:15.725,463] <inf> bt_mesh_main: Primary Element: 0x0003
[00:00:15.734,741] <dbg> bttester_mesh: prov_complete: net_idx 0x0000 addr 0x0003
[00:00:15.734,771] <dbg> bttester: tester_event: service 4 opcode 131
[00:00:15.735,168] <dbg> bttester: tester_rsp_with_index: service 4 opcode 3 index 0 status 0
[00:00:15.744,750] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.745,025] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.745,361] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.798,919] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.799,102] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.799,377] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.803,222] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.803,405] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.803,588] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.803,771] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.804,046] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.804,321] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.804,595] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.804,779] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.804,962] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.805,145] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.805,419] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.781,066] <dbg> bttester: cmd_handler: cmd service 4 opcode 74 index 0
[00:00:16.781,127] <dbg> bttester_mesh: provision_adv: 
[00:00:16.781,219] <dbg> bttester: tester_rsp_with_index: service 4 opcode 74 index 0 status 0
[00:00:16.812,316] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.812,408] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.812,683] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.812,866] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.813,079] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.813,476] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.813,720] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.817,596] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.817,749] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.817,962] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.818,115] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.818,420] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.837,677] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:16.837,707] <dbg> bttester: tester_event: service 4 opcode 132
[00:00:16.862,548] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.862,640] <wrn> net_buf: Timeout discarded. No blocking in syswq
