*** Booting Zephyr OS build v3.7.0-5411-g31fea97e05fd ***
[00:00:00.250,732] <dbg> bttester: tester_init: Initializing tester
[00:00:05.978,088] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,271] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,454] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,637] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,790] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.978,942] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,125] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,278] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,431] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,614] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,797] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.979,949] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,133] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,255] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.980,285] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.980,316] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 3.7 Build 99
[00:00:05.980,407] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,560] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,743] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.980,926] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,109] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,323] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.981,536] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.981,567] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.981,597] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:06.066,986] <wrn> bttester_mesh: Loading default comp data
[00:00:06.067,230] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:11.647,125] <dbg> bttester_mesh: config_prov: 
[00:00:11.668,487] <dbg> bttester_mesh: start: 
[00:00:11.668,579] <inf> bt_mesh_provisionee: Device UUID: 0fb9bb61-c6b6-403c-bff5-d085a3a8ffe3
[00:00:11.668,701] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.668,884] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.669,433] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.669,616] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.669,891] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.670,166] <inf> bt_mesh_provisionee: Device UUID: 0fb9bb61-c6b6-403c-bff5-d085a3a8ffe3
[00:00:11.671,447] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.671,600] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.671,783] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.724,731] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.724,884] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.725,067] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.733,398] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:11.781,829] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.781,982] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.782,165] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.838,226] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.838,317] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.838,409] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.838,500] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.838,592] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.838,653] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.838,775] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.838,928] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.839,019] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.839,141] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.839,324] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.839,355] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.839,385] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.839,508] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.839,599] <wrn> net_buf: Timeout discarded. No blocking in syswq
