*** Booting Zephyr OS build v4.0.0-4794-ga85eb146a300 ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:13.980,255] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x03 index 0x00 status 0x00
[00:00:15.016,021] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x4a index 0x00
[00:00:15.016,082] <dbg> bttester_mesh: provision_adv: 
[00:00:15.016,174] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x4a index 0x00 status 0x00
[00:00:15.083,435] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:15.083,435] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:17.759,429] <dbg> bttester_mesh: prov_node_added: net_idx 0x0000 addr 0x0001 num_elem 1
[00:00:17.759,460] <dbg> bttester: tester_event: service 0x04 opcode 0x8e
[00:00:18.203,918] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:18.203,918] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:20.032,928] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x14 index 0x00
[00:00:20.032,989] <dbg> bttester_mesh: composition_data_get: 
[00:00:20.297,454] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:20.297,454] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.336,975] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:20.337,005] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.375,335] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 14
[00:00:20.375,366] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.378,936] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0003 payload_len 26
[00:00:20.378,967] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:20.495,391] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x14 index 0x00
[00:00:20.495,452] <dbg> bttester_mesh: composition_data_get: 
[00:00:20.687,133] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:20.687,164] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.727,203] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:20.727,233] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.766,174] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:20.766,204] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.805,236] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:20.805,267] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.843,688] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:20.843,719] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.882,019] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 12
[00:00:20.882,049] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:20.885,833] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0003 payload_len 60
[00:00:20.885,864] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:22.008,239] <dbg> bttester: cmd_handler: cmd service 0x04 opcode 0x68 index 0x00
[00:00:22.008,300] <dbg> bttester_mesh: bridging_table_size_get: 
[00:00:22.183,532] <dbg> bttester_mesh: net_recv_ev: ttl 0x03 ctl 0x00 src 0x0001 dst 0x0003 payload_len 16
[00:00:22.183,563] <dbg> bttester: tester_event: service 0x04 opcode 0x86
[00:00:22.187,225] <dbg> bttester_mesh: model_recv_ev: src 0x0001 dst 0x0003 payload_len 4
[00:00:22.187,255] <dbg> bttester: tester_event: service 0x04 opcode 0x8f
[00:00:22.188,629] <dbg> bttester: tester_rsp_with_index: service 0x04 opcode 0x68 index 0x00 status 0x00
