*** Booting Zephyr OS build v4.0.0-rc3-87-g1bf22569fc5e ***
[00:00:00.250,793] <dbg> bttester: tester_init: Initializing tester
[00:00:05.967,285] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:00:05.971,527] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,710] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.971,893] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,076] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,229] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,381] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,534] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,717] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.972,869] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,052] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,236] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,388] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,571] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.973,693] <inf> bt_hci_core: HW Platform: Nordic Semiconductor (0x0002)
[00:00:05.973,724] <inf> bt_hci_core: HW Variant: nRF52x (0x0002)
[00:00:05.973,754] <inf> bt_hci_core: Firmware: Standard Bluetooth controller (0x00) Version 4.0 Build 0
[00:00:05.973,846] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,029] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,182] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,365] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,548] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,792] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:05.974,975] <inf> bt_hci_core: Identity: DC:E7:76:C4:1F:70 (random)
[00:00:05.975,006] <inf> bt_hci_core: HCI: version 5.4 (0x0d) revision 0x0000, manufacturer 0x05f1
[00:00:05.975,036] <inf> bt_hci_core: LMP: version 5.4 (0x0d) subver 0xffff
[00:00:05.975,067] <dbg> bttester: tester_rsp_with_index: service 0 opcode 3 index 255 status 0
[00:00:05.984,558] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:00:05.984,588] <dbg> bttester: tester_rsp_with_index: service 0 opcode 3 index 255 status 0
[00:00:06.018,066] <dbg> bttester: cmd_handler: cmd service 0 opcode 3 index 255
[00:00:06.018,096] <dbg> bttester: tester_rsp_with_index: service 0 opcode 3 index 255 status 0
[00:00:06.060,363] <dbg> bttester: cmd_handler: cmd service 4 opcode 4 index 0
[00:00:06.060,363] <wrn> bttester_mesh: Loading default comp data
[00:00:06.060,607] <wrn> bt_mesh_access: Unused space in relation list: 2
[00:00:06.331,146] <dbg> bttester: tester_rsp_with_index: service 4 opcode 4 index 0 status 0
[00:00:06.373,107] <dbg> bttester: cmd_handler: cmd service 1 opcode 3 index 0
[00:00:15.685,974] <dbg> bttester: cmd_handler: cmd service 4 opcode 2 index 0
[00:00:15.686,004] <dbg> bttester_mesh: config_prov: 
[00:00:15.686,035] <dbg> bttester: tester_rsp_with_index: service 4 opcode 2 index 0 status 0
[00:00:15.696,655] <dbg> bttester: cmd_handler: cmd service 4 opcode 120 index 0
[00:00:15.696,716] <dbg> bttester_mesh: start: 
[00:00:15.696,807] <inf> bt_mesh_provisionee: Device UUID: 952d734c-1f88-44a1-9848-770a5b2610b1
[00:00:15.696,929] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.697,113] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.697,784] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.697,967] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.698,272] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.698,577] <inf> bt_mesh_provisionee: Device UUID: 952d734c-1f88-44a1-9848-770a5b2610b1
[00:00:15.698,608] <dbg> bttester: tester_rsp_with_index: service 4 opcode 120 index 0 status 0
[00:00:15.699,371] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.700,042] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.700,225] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.700,408] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.700,714] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.700,988] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.701,263] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.701,446] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.701,660] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.702,056] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.702,301] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.755,004] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.755,218] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.755,432] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.766,937] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:15.766,967] <dbg> bttester: tester_event: service 4 opcode 132
[00:00:15.812,713] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.812,927] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.813,140] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.864,959] <wrn> net_buf: Timeout discarded. No blocking in syswq
