*** Booting Zephyr OS build v4.0.0-2838-g8316f097ce2a ***
[00:00:00.250,915] <dbg> bttester: tester_init: Initializing tester
[00:00:11.863,250] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.863,433] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.863,647] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.864,013] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.864,257] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.911,315] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.911,529] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.911,743] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.952,575] <dbg> bttester_mesh: link_open: bearer 0x01
[00:00:11.952,575] <dbg> bttester: tester_event: service 0x04 opcode 0x84
[00:00:11.962,890] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.963,043] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.963,256] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.963,439] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.963,714] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.989,685] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.989,807] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.990,051] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.990,234] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.990,447] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.990,966] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:11.991,210] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.043,395] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.043,579] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.043,762] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.043,975] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.044,250] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.297,821] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.297,943] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.298,187] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.298,370] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.298,583] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.298,889] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.299,133] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.346,740] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.346,893] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.347,106] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.347,320] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.347,595] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.380,706] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.380,828] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.381,103] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.381,286] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.381,500] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.381,774] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.382,019] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.385,864] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.386,016] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.386,230] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.386,413] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.386,718] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.610,473] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.610,595] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.610,839] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.611,022] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.611,236] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.611,785] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.612,121] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.663,726] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.663,879] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.664,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.664,306] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.664,581] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.926,849] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.926,971] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.927,490] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.927,673] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.927,886] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.928,314] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.928,558] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.984,954] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.985,107] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.985,321] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.985,534] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:12.985,809] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.024,902] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.025,024] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.025,268] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.025,451] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.025,665] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.026,123] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.026,397] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.030,395] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.030,548] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.030,761] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.030,975] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.031,250] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.079,345] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.079,467] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.079,711] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.079,895] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.080,108] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.080,596] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.080,871] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.084,899] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.085,052] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.085,266] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.085,479] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.085,754] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.127,868] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.127,990] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.128,265] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.128,448] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.128,662] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.129,119] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.129,364] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.133,361] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.133,544] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.133,728] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.133,941] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.134,216] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.354,888] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.354,980] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.355,255] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.355,438] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.355,651] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.356,079] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.356,353] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.403,015] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.403,167] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.403,381] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.403,594] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.403,869] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.442,962] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.443,054] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.443,328] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.443,511] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.443,725] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.444,030] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.444,274] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.448,303] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.448,455] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.448,669] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.448,883] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.449,157] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.488,250] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.488,342] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.488,616] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.488,830] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.489,013] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.489,349] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.489,593] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.493,377] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.493,560] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.493,743] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.493,957] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.494,232] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.752,990] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.753,082] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.753,356] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.753,540] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.753,753] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.754,119] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.754,394] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.814,727] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.814,880] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.815,093] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.815,307] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.815,582] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.846,679] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.846,771] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.847,045] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.847,229] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.847,442] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.847,656] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.847,900] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.851,989] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.852,172] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.852,355] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.852,569] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.852,844] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.880,889] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.880,981] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.881,256] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.881,439] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.881,652] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.882,141] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.882,385] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.886,169] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.886,352] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.886,535] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.886,749] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:13.887,023] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.092,529] <inf> bt_mesh_main: Primary Element: 0x0002
[00:00:14.092,559] <err> bt_mesh_main: Failed to import device key
[00:00:14.092,559] <err> bt_mesh_provisionee: Failed to provision (err -5)
[00:00:14.124,786] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.124,877] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.125,122] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.125,335] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.125,549] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.125,885] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.126,159] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.219,848] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.220,367] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:14.220,642] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:15.822,540] <dbg> bttester_mesh: link_close: bearer 0x01
[00:00:15.822,570] <dbg> bttester: tester_event: service 0x04 opcode 0x85
[00:00:16.862,243] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.862,426] <wrn> net_buf: Timeout discarded. No blocking in syswq
[00:00:16.862,670] <wrn> net_buf: Timeout discarded. No blocking in syswq
